filename,time,duration,content,stdout,stderr
20220525124151205591_st1.seed,2022-05-25_09:31:08,0:3:10:42,b"'ualb\x0b1\x0314ef2f7fbcfa95802afc6\x00\x00\x00\x00 /bin/bash\na7e7dd15fbc8602c16d52981f037362f  /bin/bunzip2\n6045834024c3ced15a5307b30482daf0  /bin/busybox\na7e7dd15fbc8602c16d52981f037362f  /bin/bzcat\n",b'Successfully triggered bug 314comma crashing now!\nSuccessfully triggered bug 314comma crashing now!\n',b'AddressSanitizer:DEADLYSIGNAL\n=================================================================\n==5563==ERROR: AddressSanitizer: SEGV on unknown address 0x60c06c617589 (pc 0x7f903da0c461 bp 0x7ffd32211bb0 sp 0x7ffd32211348 T0)\n==5563==The signal is caused by a READ memory access.\n    #0 0x7f903da0c461  (/lib/x86_64-linux-gnu/libc.so.6+0x18e461)\n    #1 0x486b8b in __interceptor_fopen.part.309 /root/whov1/LLVM/llvm/projects/compiler-rt/lib/asan/../sanitizer_common/sanitizer_common_interceptors.inc:6048\n    #2 0x4fe841 in fopen_safer /root/datav5/lava_corpus/LAVA-M/md5sum/coreutils-8.24-lava-safe/lib/fopen-safer.c:43:37\n    #3 0x4fa06e in digest_file /root/datav5/lava_corpus/LAVA-M/md5sum/coreutils-8.24-lava-safe/src/md5sum.c:469:12\n    #4 0x4f95f7 in digest_check /root/datav5/lava_corpus/LAVA-M/md5sum/coreutils-8.24-lava-safe/src/md5sum.c:696:43\n    #5 0x4f6063 in main /root/datav5/lava_corpus/LAVA-M/md5sum/coreutils-8.24-lava-safe/src/md5sum.c:954:15\n    #6 0x7f903d89fc86 in __libc_start_main (/lib/x86_64-linux-gnu/libc.so.6+0x21c86)\n    #7 0x41bfa9 in _start (/root/md5sumv3/Programs/md5sum/code_Bin/md5sum+0x41bfa9)\n\nAddressSanitizer can not provide additional info.\nSUMMARY: AddressSanitizer: SEGV (/lib/x86_64-linux-gnu/libc.so.6+0x18e461) \n==5563==ABORTING\n',,,
20220525124151778972_st1.seed,2022-05-25_09:31:08,0:3:10:43,b"'ualb\x0b1\x0314ef2f7fbcfa95802afc2\x00\x00\x00\x00 /bin/bash\na7e7dd15fbc8602c16d52981f037362f  /bin/bunzip2\n6045834024c3ced15a5307b30482daf0  /bin/busybox\na7e7dd15fbc8602c16d52981f037362f  /bin/bzcat\n",b'Successfully triggered bug 314comma crashing now!\nSuccessfully triggered bug 314comma crashing now!\n',b'AddressSanitizer:DEADLYSIGNAL\n=================================================================\n==5566==ERROR: AddressSanitizer: SEGV on unknown address 0x60c06c617589 (pc 0x7f65674f9461 bp 0x7fffe3dd8b60 sp 0x7fffe3dd82f8 T0)\n==5566==The signal is caused by a READ memory access.\n    #0 0x7f65674f9461  (/lib/x86_64-linux-gnu/libc.so.6+0x18e461)\n    #1 0x486b8b in __interceptor_fopen.part.309 /root/whov1/LLVM/llvm/projects/compiler-rt/lib/asan/../sanitizer_common/sanitizer_common_interceptors.inc:6048\n    #2 0x4fe841 in fopen_safer /root/datav5/lava_corpus/LAVA-M/md5sum/coreutils-8.24-lava-safe/lib/fopen-safer.c:43:37\n    #3 0x4fa06e in digest_file /root/datav5/lava_corpus/LAVA-M/md5sum/coreutils-8.24-lava-safe/src/md5sum.c:469:12\n    #4 0x4f95f7 in digest_check /root/datav5/lava_corpus/LAVA-M/md5sum/coreutils-8.24-lava-safe/src/md5sum.c:696:43\n    #5 0x4f6063 in main /root/datav5/lava_corpus/LAVA-M/md5sum/coreutils-8.24-lava-safe/src/md5sum.c:954:15\n    #6 0x7f656738cc86 in __libc_start_main (/lib/x86_64-linux-gnu/libc.so.6+0x21c86)\n    #7 0x41bfa9 in _start (/root/md5sumv3/Programs/md5sum/code_Bin/md5sum+0x41bfa9)\n\nAddressSanitizer can not provide additional info.\nSUMMARY: AddressSanitizer: SEGV (/lib/x86_64-linux-gnu/libc.so.6+0x18e461) \n==5566==ABORTING\n',,,
20220525124152333234_st1.seed,2022-05-25_09:31:08,0:3:10:43,b"'ualb\x0b1\x0314ef2f7fbcfa95802afc5\x00\x00\x00\x00 /bin/bash\na7e7dd15fbc8602c16d52981f037362f  /bin/bunzip2\n6045834024c3ced15a5307b30482daf0  /bin/busybox\na7e7dd15fbc8602c16d52981f037362f  /bin/bzcat\n",b'Successfully triggered bug 314comma crashing now!\nSuccessfully triggered bug 314comma crashing now!\n',b'AddressSanitizer:DEADLYSIGNAL\n=================================================================\n==5569==ERROR: AddressSanitizer: SEGV on unknown address 0x60c06c617589 (pc 0x7f5ddd53d461 bp 0x7ffee38815c0 sp 0x7ffee3880d58 T0)\n==5569==The signal is caused by a READ memory access.\n    #0 0x7f5ddd53d461  (/lib/x86_64-linux-gnu/libc.so.6+0x18e461)\n    #1 0x486b8b in __interceptor_fopen.part.309 /root/whov1/LLVM/llvm/projects/compiler-rt/lib/asan/../sanitizer_common/sanitizer_common_interceptors.inc:6048\n    #2 0x4fe841 in fopen_safer /root/datav5/lava_corpus/LAVA-M/md5sum/coreutils-8.24-lava-safe/lib/fopen-safer.c:43:37\n    #3 0x4fa06e in digest_file /root/datav5/lava_corpus/LAVA-M/md5sum/coreutils-8.24-lava-safe/src/md5sum.c:469:12\n    #4 0x4f95f7 in digest_check /root/datav5/lava_corpus/LAVA-M/md5sum/coreutils-8.24-lava-safe/src/md5sum.c:696:43\n    #5 0x4f6063 in main /root/datav5/lava_corpus/LAVA-M/md5sum/coreutils-8.24-lava-safe/src/md5sum.c:954:15\n    #6 0x7f5ddd3d0c86 in __libc_start_main (/lib/x86_64-linux-gnu/libc.so.6+0x21c86)\n    #7 0x41bfa9 in _start (/root/md5sumv3/Programs/md5sum/code_Bin/md5sum+0x41bfa9)\n\nAddressSanitizer can not provide additional info.\nSUMMARY: AddressSanitizer: SEGV (/lib/x86_64-linux-gnu/libc.so.6+0x18e461) \n==5569==ABORTING\n',,,
20220525124152896000_st1.seed,2022-05-25_09:31:08,0:3:10:44,b"'ualb\x0b1\x0314ef2f7fbcfa95802afc4\x00\x00\x00\x00 /bin/bash\na7e7dd15fbc8602c16d52981f037362f  /bin/bunzip2\n6045834024c3ced15a5307b30482daf0  /bin/busybox\na7e7dd15fbc8602c16d52981f037362f  /bin/bzcat\n",b'Successfully triggered bug 314comma crashing now!\nSuccessfully triggered bug 314comma crashing now!\n',b'AddressSanitizer:DEADLYSIGNAL\n=================================================================\n==5572==ERROR: AddressSanitizer: SEGV on unknown address 0x60c06c617589 (pc 0x7f2b3b065461 bp 0x7ffd51ce6f20 sp 0x7ffd51ce66b8 T0)\n==5572==The signal is caused by a READ memory access.\n    #0 0x7f2b3b065461  (/lib/x86_64-linux-gnu/libc.so.6+0x18e461)\n    #1 0x486b8b in __interceptor_fopen.part.309 /root/whov1/LLVM/llvm/projects/compiler-rt/lib/asan/../sanitizer_common/sanitizer_common_interceptors.inc:6048\n    #2 0x4fe841 in fopen_safer /root/datav5/lava_corpus/LAVA-M/md5sum/coreutils-8.24-lava-safe/lib/fopen-safer.c:43:37\n    #3 0x4fa06e in digest_file /root/datav5/lava_corpus/LAVA-M/md5sum/coreutils-8.24-lava-safe/src/md5sum.c:469:12\n    #4 0x4f95f7 in digest_check /root/datav5/lava_corpus/LAVA-M/md5sum/coreutils-8.24-lava-safe/src/md5sum.c:696:43\n    #5 0x4f6063 in main /root/datav5/lava_corpus/LAVA-M/md5sum/coreutils-8.24-lava-safe/src/md5sum.c:954:15\n    #6 0x7f2b3aef8c86 in __libc_start_main (/lib/x86_64-linux-gnu/libc.so.6+0x21c86)\n    #7 0x41bfa9 in _start (/root/md5sumv3/Programs/md5sum/code_Bin/md5sum+0x41bfa9)\n\nAddressSanitizer can not provide additional info.\nSUMMARY: AddressSanitizer: SEGV (/lib/x86_64-linux-gnu/libc.so.6+0x18e461) \n==5572==ABORTING\n',,,
20220525124153461295_st1.seed,2022-05-25_09:31:08,0:3:10:44,b"'ualb\x0b1\x0314ef2f7fbcfa95802afc4\x80\x00\x00\x00 /bin/bash\na7e7dd15fbc8602c16d52981f037362f  /bin/bunzip2\n6045834024c3ced15a5307b30482daf0  /bin/busybox\na7e7dd15fbc8602c16d52981f037362f  /bin/bzcat\n",b'Successfully triggered bug 314comma crashing now!\nSuccessfully triggered bug 314comma crashing now!\n',b'AddressSanitizer:DEADLYSIGNAL\n=================================================================\n==5575==ERROR: AddressSanitizer: SEGV on unknown address 0x60c06c617589 (pc 0x7fadc992d461 bp 0x7ffe4651d660 sp 0x7ffe4651cdf8 T0)\n==5575==The signal is caused by a READ memory access.\n    #0 0x7fadc992d461  (/lib/x86_64-linux-gnu/libc.so.6+0x18e461)\n    #1 0x486b8b in __interceptor_fopen.part.309 /root/whov1/LLVM/llvm/projects/compiler-rt/lib/asan/../sanitizer_common/sanitizer_common_interceptors.inc:6048\n    #2 0x4fe841 in fopen_safer /root/datav5/lava_corpus/LAVA-M/md5sum/coreutils-8.24-lava-safe/lib/fopen-safer.c:43:37\n    #3 0x4fa06e in digest_file /root/datav5/lava_corpus/LAVA-M/md5sum/coreutils-8.24-lava-safe/src/md5sum.c:469:12\n    #4 0x4f95f7 in digest_check /root/datav5/lava_corpus/LAVA-M/md5sum/coreutils-8.24-lava-safe/src/md5sum.c:696:43\n    #5 0x4f6063 in main /root/datav5/lava_corpus/LAVA-M/md5sum/coreutils-8.24-lava-safe/src/md5sum.c:954:15\n    #6 0x7fadc97c0c86 in __libc_start_main (/lib/x86_64-linux-gnu/libc.so.6+0x21c86)\n    #7 0x41bfa9 in _start (/root/md5sumv3/Programs/md5sum/code_Bin/md5sum+0x41bfa9)\n\nAddressSanitizer can not provide additional info.\nSUMMARY: AddressSanitizer: SEGV (/lib/x86_64-linux-gnu/libc.so.6+0x18e461) \n==5575==ABORTING\n',,,
20220525124154035691_st1.seed,2022-05-25_09:31:08,0:3:10:45,b"'ualb\x0b1\x0314ef2f7fbcfa95802afc4\x00\x00\x00\x00 /bin/bash\na7e7dd15fbc8602c16d52981f037362f  /bin/bunzip2\n6045834024c3ced15a5307b30482daf0  /bin/busybox\na7e7dd15fbc8602c16d52981f037362f  /bin/bzcat\n",b'Successfully triggered bug 314comma crashing now!\nSuccessfully triggered bug 314comma crashing now!\n',b'AddressSanitizer:DEADLYSIGNAL\n=================================================================\n==5578==ERROR: AddressSanitizer: SEGV on unknown address 0x60c06c617589 (pc 0x7f0703098461 bp 0x7ffdeef26fe0 sp 0x7ffdeef26778 T0)\n==5578==The signal is caused by a READ memory access.\n    #0 0x7f0703098461  (/lib/x86_64-linux-gnu/libc.so.6+0x18e461)\n    #1 0x486b8b in __interceptor_fopen.part.309 /root/whov1/LLVM/llvm/projects/compiler-rt/lib/asan/../sanitizer_common/sanitizer_common_interceptors.inc:6048\n    #2 0x4fe841 in fopen_safer /root/datav5/lava_corpus/LAVA-M/md5sum/coreutils-8.24-lava-safe/lib/fopen-safer.c:43:37\n    #3 0x4fa06e in digest_file /root/datav5/lava_corpus/LAVA-M/md5sum/coreutils-8.24-lava-safe/src/md5sum.c:469:12\n    #4 0x4f95f7 in digest_check /root/datav5/lava_corpus/LAVA-M/md5sum/coreutils-8.24-lava-safe/src/md5sum.c:696:43\n    #5 0x4f6063 in main /root/datav5/lava_corpus/LAVA-M/md5sum/coreutils-8.24-lava-safe/src/md5sum.c:954:15\n    #6 0x7f0702f2bc86 in __libc_start_main (/lib/x86_64-linux-gnu/libc.so.6+0x21c86)\n    #7 0x41bfa9 in _start (/root/md5sumv3/Programs/md5sum/code_Bin/md5sum+0x41bfa9)\n\nAddressSanitizer can not provide additional info.\nSUMMARY: AddressSanitizer: SEGV (/lib/x86_64-linux-gnu/libc.so.6+0x18e461) \n==5578==ABORTING\n',,,
20220525124154606106_st1.seed,2022-05-25_09:31:08,0:3:10:45,b"'ualb\x0b1\x0314ef2f7fbcfa95802afc4\xc0\x00\x00\x00 /bin/bash\na7e7dd15fbc8602c16d52981f037362f  /bin/bunzip2\n6045834024c3ced15a5307b30482daf0  /bin/busybox\na7e7dd15fbc8602c16d52981f037362f  /bin/bzcat\n",b'Successfully triggered bug 314comma crashing now!\nSuccessfully triggered bug 314comma crashing now!\n',b'AddressSanitizer:DEADLYSIGNAL\n=================================================================\n==5581==ERROR: AddressSanitizer: SEGV on unknown address 0x60c06c617589 (pc 0x7fa1c192b461 bp 0x7fff20258060 sp 0x7fff202577f8 T0)\n==5581==The signal is caused by a READ memory access.\n    #0 0x7fa1c192b461  (/lib/x86_64-linux-gnu/libc.so.6+0x18e461)\n    #1 0x486b8b in __interceptor_fopen.part.309 /root/whov1/LLVM/llvm/projects/compiler-rt/lib/asan/../sanitizer_common/sanitizer_common_interceptors.inc:6048\n    #2 0x4fe841 in fopen_safer /root/datav5/lava_corpus/LAVA-M/md5sum/coreutils-8.24-lava-safe/lib/fopen-safer.c:43:37\n    #3 0x4fa06e in digest_file /root/datav5/lava_corpus/LAVA-M/md5sum/coreutils-8.24-lava-safe/src/md5sum.c:469:12\n    #4 0x4f95f7 in digest_check /root/datav5/lava_corpus/LAVA-M/md5sum/coreutils-8.24-lava-safe/src/md5sum.c:696:43\n    #5 0x4f6063 in main /root/datav5/lava_corpus/LAVA-M/md5sum/coreutils-8.24-lava-safe/src/md5sum.c:954:15\n    #6 0x7fa1c17bec86 in __libc_start_main (/lib/x86_64-linux-gnu/libc.so.6+0x21c86)\n    #7 0x41bfa9 in _start (/root/md5sumv3/Programs/md5sum/code_Bin/md5sum+0x41bfa9)\n\nAddressSanitizer can not provide additional info.\nSUMMARY: AddressSanitizer: SEGV (/lib/x86_64-linux-gnu/libc.so.6+0x18e461) \n==5581==ABORTING\n',,,
20220525124155171232_st1.seed,2022-05-25_09:31:08,0:3:10:46,b"'ualb\x0b1\x0314ef2f7fbcfa95802afc4\x80\x00\x00\x00 /bin/bash\na7e7dd15fbc8602c16d52981f037362f  /bin/bunzip2\n6045834024c3ced15a5307b30482daf0  /bin/busybox\na7e7dd15fbc8602c16d52981f037362f  /bin/bzcat\n",b'Successfully triggered bug 314comma crashing now!\nSuccessfully triggered bug 314comma crashing now!\n',b'AddressSanitizer:DEADLYSIGNAL\n=================================================================\n==5584==ERROR: AddressSanitizer: SEGV on unknown address 0x60c06c617589 (pc 0x7f9c1510a461 bp 0x7ffe9bdb6640 sp 0x7ffe9bdb5dd8 T0)\n==5584==The signal is caused by a READ memory access.\n    #0 0x7f9c1510a461  (/lib/x86_64-linux-gnu/libc.so.6+0x18e461)\n    #1 0x486b8b in __interceptor_fopen.part.309 /root/whov1/LLVM/llvm/projects/compiler-rt/lib/asan/../sanitizer_common/sanitizer_common_interceptors.inc:6048\n    #2 0x4fe841 in fopen_safer /root/datav5/lava_corpus/LAVA-M/md5sum/coreutils-8.24-lava-safe/lib/fopen-safer.c:43:37\n    #3 0x4fa06e in digest_file /root/datav5/lava_corpus/LAVA-M/md5sum/coreutils-8.24-lava-safe/src/md5sum.c:469:12\n    #4 0x4f95f7 in digest_check /root/datav5/lava_corpus/LAVA-M/md5sum/coreutils-8.24-lava-safe/src/md5sum.c:696:43\n    #5 0x4f6063 in main /root/datav5/lava_corpus/LAVA-M/md5sum/coreutils-8.24-lava-safe/src/md5sum.c:954:15\n    #6 0x7f9c14f9dc86 in __libc_start_main (/lib/x86_64-linux-gnu/libc.so.6+0x21c86)\n    #7 0x41bfa9 in _start (/root/md5sumv3/Programs/md5sum/code_Bin/md5sum+0x41bfa9)\n\nAddressSanitizer can not provide additional info.\nSUMMARY: AddressSanitizer: SEGV (/lib/x86_64-linux-gnu/libc.so.6+0x18e461) \n==5584==ABORTING\n',,,
20220525124155736432_st1.seed,2022-05-25_09:31:08,0:3:10:47,b"'ualb\x0b1\x0314ef2f7fbcfa95802afc4\xe0\x00\x00\x00 /bin/bash\na7e7dd15fbc8602c16d52981f037362f  /bin/bunzip2\n6045834024c3ced15a5307b30482daf0  /bin/busybox\na7e7dd15fbc8602c16d52981f037362f  /bin/bzcat\n",b'Successfully triggered bug 314comma crashing now!\nSuccessfully triggered bug 314comma crashing now!\n',b'AddressSanitizer:DEADLYSIGNAL\n=================================================================\n==5587==ERROR: AddressSanitizer: SEGV on unknown address 0x60c06c617589 (pc 0x7f945cf58461 bp 0x7fffebe3a9a0 sp 0x7fffebe3a138 T0)\n==5587==The signal is caused by a READ memory access.\n    #0 0x7f945cf58461  (/lib/x86_64-linux-gnu/libc.so.6+0x18e461)\n    #1 0x486b8b in __interceptor_fopen.part.309 /root/whov1/LLVM/llvm/projects/compiler-rt/lib/asan/../sanitizer_common/sanitizer_common_interceptors.inc:6048\n    #2 0x4fe841 in fopen_safer /root/datav5/lava_corpus/LAVA-M/md5sum/coreutils-8.24-lava-safe/lib/fopen-safer.c:43:37\n    #3 0x4fa06e in digest_file /root/datav5/lava_corpus/LAVA-M/md5sum/coreutils-8.24-lava-safe/src/md5sum.c:469:12\n    #4 0x4f95f7 in digest_check /root/datav5/lava_corpus/LAVA-M/md5sum/coreutils-8.24-lava-safe/src/md5sum.c:696:43\n    #5 0x4f6063 in main /root/datav5/lava_corpus/LAVA-M/md5sum/coreutils-8.24-lava-safe/src/md5sum.c:954:15\n    #6 0x7f945cdebc86 in __libc_start_main (/lib/x86_64-linux-gnu/libc.so.6+0x21c86)\n    #7 0x41bfa9 in _start (/root/md5sumv3/Programs/md5sum/code_Bin/md5sum+0x41bfa9)\n\nAddressSanitizer can not provide additional info.\nSUMMARY: AddressSanitizer: SEGV (/lib/x86_64-linux-gnu/libc.so.6+0x18e461) \n==5587==ABORTING\n',,,
20220525124156300086_st1.seed,2022-05-25_09:31:08,0:3:10:47,b"'ualb\x0b1\x0314ef2f7fbcfa95802afc4\xc0\x00\x00\x00 /bin/bash\na7e7dd15fbc8602c16d52981f037362f  /bin/bunzip2\n6045834024c3ced15a5307b30482daf0  /bin/busybox\na7e7dd15fbc8602c16d52981f037362f  /bin/bzcat\n",b'Successfully triggered bug 314comma crashing now!\nSuccessfully triggered bug 314comma crashing now!\n',b'AddressSanitizer:DEADLYSIGNAL\n=================================================================\n==5590==ERROR: AddressSanitizer: SEGV on unknown address 0x60c06c617589 (pc 0x7fdbb96c6461 bp 0x7ffdf7fdc300 sp 0x7ffdf7fdba98 T0)\n==5590==The signal is caused by a READ memory access.\n    #0 0x7fdbb96c6461  (/lib/x86_64-linux-gnu/libc.so.6+0x18e461)\n    #1 0x486b8b in __interceptor_fopen.part.309 /root/whov1/LLVM/llvm/projects/compiler-rt/lib/asan/../sanitizer_common/sanitizer_common_interceptors.inc:6048\n    #2 0x4fe841 in fopen_safer /root/datav5/lava_corpus/LAVA-M/md5sum/coreutils-8.24-lava-safe/lib/fopen-safer.c:43:37\n    #3 0x4fa06e in digest_file /root/datav5/lava_corpus/LAVA-M/md5sum/coreutils-8.24-lava-safe/src/md5sum.c:469:12\n    #4 0x4f95f7 in digest_check /root/datav5/lava_corpus/LAVA-M/md5sum/coreutils-8.24-lava-safe/src/md5sum.c:696:43\n    #5 0x4f6063 in main /root/datav5/lava_corpus/LAVA-M/md5sum/coreutils-8.24-lava-safe/src/md5sum.c:954:15\n    #6 0x7fdbb9559c86 in __libc_start_main (/lib/x86_64-linux-gnu/libc.so.6+0x21c86)\n    #7 0x41bfa9 in _start (/root/md5sumv3/Programs/md5sum/code_Bin/md5sum+0x41bfa9)\n\nAddressSanitizer can not provide additional info.\nSUMMARY: AddressSanitizer: SEGV (/lib/x86_64-linux-gnu/libc.so.6+0x18e461) \n==5590==ABORTING\n',,,
20220525124156868787_st1.seed,2022-05-25_09:31:08,0:3:10:48,b"'ualb\x0b1\x0314ef2f7fbcfa95802afc4\xd0\x00\x00\x00 /bin/bash\na7e7dd15fbc8602c16d52981f037362f  /bin/bunzip2\n6045834024c3ced15a5307b30482daf0  /bin/busybox\na7e7dd15fbc8602c16d52981f037362f  /bin/bzcat\n",b'Successfully triggered bug 314comma crashing now!\nSuccessfully triggered bug 314comma crashing now!\n',b'AddressSanitizer:DEADLYSIGNAL\n=================================================================\n==5593==ERROR: AddressSanitizer: SEGV on unknown address 0x60c06c617589 (pc 0x7fb359a91461 bp 0x7ffc75e7afc0 sp 0x7ffc75e7a758 T0)\n==5593==The signal is caused by a READ memory access.\n    #0 0x7fb359a91461  (/lib/x86_64-linux-gnu/libc.so.6+0x18e461)\n    #1 0x486b8b in __interceptor_fopen.part.309 /root/whov1/LLVM/llvm/projects/compiler-rt/lib/asan/../sanitizer_common/sanitizer_common_interceptors.inc:6048\n    #2 0x4fe841 in fopen_safer /root/datav5/lava_corpus/LAVA-M/md5sum/coreutils-8.24-lava-safe/lib/fopen-safer.c:43:37\n    #3 0x4fa06e in digest_file /root/datav5/lava_corpus/LAVA-M/md5sum/coreutils-8.24-lava-safe/src/md5sum.c:469:12\n    #4 0x4f95f7 in digest_check /root/datav5/lava_corpus/LAVA-M/md5sum/coreutils-8.24-lava-safe/src/md5sum.c:696:43\n    #5 0x4f6063 in main /root/datav5/lava_corpus/LAVA-M/md5sum/coreutils-8.24-lava-safe/src/md5sum.c:954:15\n    #6 0x7fb359924c86 in __libc_start_main (/lib/x86_64-linux-gnu/libc.so.6+0x21c86)\n    #7 0x41bfa9 in _start (/root/md5sumv3/Programs/md5sum/code_Bin/md5sum+0x41bfa9)\n\nAddressSanitizer can not provide additional info.\nSUMMARY: AddressSanitizer: SEGV (/lib/x86_64-linux-gnu/libc.so.6+0x18e461) \n==5593==ABORTING\n',,,
20220525124157436875_st1.seed,2022-05-25_09:31:08,0:3:10:48,b"'ualb\x0b1\x0314ef2f7fbcfa95802afc4\xb0\x00\x00\x00 /bin/bash\na7e7dd15fbc8602c16d52981f037362f  /bin/bunzip2\n6045834024c3ced15a5307b30482daf0  /bin/busybox\na7e7dd15fbc8602c16d52981f037362f  /bin/bzcat\n",b'Successfully triggered bug 314comma crashing now!\nSuccessfully triggered bug 314comma crashing now!\n',b'AddressSanitizer:DEADLYSIGNAL\n=================================================================\n==5596==ERROR: AddressSanitizer: SEGV on unknown address 0x60c06c617589 (pc 0x7f1ce13c8461 bp 0x7ffecc047d00 sp 0x7ffecc047498 T0)\n==5596==The signal is caused by a READ memory access.\n    #0 0x7f1ce13c8461  (/lib/x86_64-linux-gnu/libc.so.6+0x18e461)\n    #1 0x486b8b in __interceptor_fopen.part.309 /root/whov1/LLVM/llvm/projects/compiler-rt/lib/asan/../sanitizer_common/sanitizer_common_interceptors.inc:6048\n    #2 0x4fe841 in fopen_safer /root/datav5/lava_corpus/LAVA-M/md5sum/coreutils-8.24-lava-safe/lib/fopen-safer.c:43:37\n    #3 0x4fa06e in digest_file /root/datav5/lava_corpus/LAVA-M/md5sum/coreutils-8.24-lava-safe/src/md5sum.c:469:12\n    #4 0x4f95f7 in digest_check /root/datav5/lava_corpus/LAVA-M/md5sum/coreutils-8.24-lava-safe/src/md5sum.c:696:43\n    #5 0x4f6063 in main /root/datav5/lava_corpus/LAVA-M/md5sum/coreutils-8.24-lava-safe/src/md5sum.c:954:15\n    #6 0x7f1ce125bc86 in __libc_start_main (/lib/x86_64-linux-gnu/libc.so.6+0x21c86)\n    #7 0x41bfa9 in _start (/root/md5sumv3/Programs/md5sum/code_Bin/md5sum+0x41bfa9)\n\nAddressSanitizer can not provide additional info.\nSUMMARY: AddressSanitizer: SEGV (/lib/x86_64-linux-gnu/libc.so.6+0x18e461) \n==5596==ABORTING\n',,,
20220525124158012140_st1.seed,2022-05-25_09:31:08,0:3:10:49,b"'ualb\x0b1\x0314ef2f7fbcfa95802afc4\xc8\x00\x00\x00 /bin/bash\na7e7dd15fbc8602c16d52981f037362f  /bin/bunzip2\n6045834024c3ced15a5307b30482daf0  /bin/busybox\na7e7dd15fbc8602c16d52981f037362f  /bin/bzcat\n",b'Successfully triggered bug 314comma crashing now!\nSuccessfully triggered bug 314comma crashing now!\n',b'AddressSanitizer:DEADLYSIGNAL\n=================================================================\n==5599==ERROR: AddressSanitizer: SEGV on unknown address 0x60c06c617589 (pc 0x7f62c328b461 bp 0x7ffcccdc76e0 sp 0x7ffcccdc6e78 T0)\n==5599==The signal is caused by a READ memory access.\n    #0 0x7f62c328b461  (/lib/x86_64-linux-gnu/libc.so.6+0x18e461)\n    #1 0x486b8b in __interceptor_fopen.part.309 /root/whov1/LLVM/llvm/projects/compiler-rt/lib/asan/../sanitizer_common/sanitizer_common_interceptors.inc:6048\n    #2 0x4fe841 in fopen_safer /root/datav5/lava_corpus/LAVA-M/md5sum/coreutils-8.24-lava-safe/lib/fopen-safer.c:43:37\n    #3 0x4fa06e in digest_file /root/datav5/lava_corpus/LAVA-M/md5sum/coreutils-8.24-lava-safe/src/md5sum.c:469:12\n    #4 0x4f95f7 in digest_check /root/datav5/lava_corpus/LAVA-M/md5sum/coreutils-8.24-lava-safe/src/md5sum.c:696:43\n    #5 0x4f6063 in main /root/datav5/lava_corpus/LAVA-M/md5sum/coreutils-8.24-lava-safe/src/md5sum.c:954:15\n    #6 0x7f62c311ec86 in __libc_start_main (/lib/x86_64-linux-gnu/libc.so.6+0x21c86)\n    #7 0x41bfa9 in _start (/root/md5sumv3/Programs/md5sum/code_Bin/md5sum+0x41bfa9)\n\nAddressSanitizer can not provide additional info.\nSUMMARY: AddressSanitizer: SEGV (/lib/x86_64-linux-gnu/libc.so.6+0x18e461) \n==5599==ABORTING\n',,,
20220525124158587016_st1.seed,2022-05-25_09:31:08,0:3:10:49,b"'ualb\x0b1\x0314ef2f7fbcfa95802afc4\xb8\x00\x00\x00 /bin/bash\na7e7dd15fbc8602c16d52981f037362f  /bin/bunzip2\n6045834024c3ced15a5307b30482daf0  /bin/busybox\na7e7dd15fbc8602c16d52981f037362f  /bin/bzcat\n",b'Successfully triggered bug 314comma crashing now!\nSuccessfully triggered bug 314comma crashing now!\n',b'AddressSanitizer:DEADLYSIGNAL\n=================================================================\n==5602==ERROR: AddressSanitizer: SEGV on unknown address 0x60c06c617589 (pc 0x7fcba71ef461 bp 0x7fff57485080 sp 0x7fff57484818 T0)\n==5602==The signal is caused by a READ memory access.\n    #0 0x7fcba71ef461  (/lib/x86_64-linux-gnu/libc.so.6+0x18e461)\n    #1 0x486b8b in __interceptor_fopen.part.309 /root/whov1/LLVM/llvm/projects/compiler-rt/lib/asan/../sanitizer_common/sanitizer_common_interceptors.inc:6048\n    #2 0x4fe841 in fopen_safer /root/datav5/lava_corpus/LAVA-M/md5sum/coreutils-8.24-lava-safe/lib/fopen-safer.c:43:37\n    #3 0x4fa06e in digest_file /root/datav5/lava_corpus/LAVA-M/md5sum/coreutils-8.24-lava-safe/src/md5sum.c:469:12\n    #4 0x4f95f7 in digest_check /root/datav5/lava_corpus/LAVA-M/md5sum/coreutils-8.24-lava-safe/src/md5sum.c:696:43\n    #5 0x4f6063 in main /root/datav5/lava_corpus/LAVA-M/md5sum/coreutils-8.24-lava-safe/src/md5sum.c:954:15\n    #6 0x7fcba7082c86 in __libc_start_main (/lib/x86_64-linux-gnu/libc.so.6+0x21c86)\n    #7 0x41bfa9 in _start (/root/md5sumv3/Programs/md5sum/code_Bin/md5sum+0x41bfa9)\n\nAddressSanitizer can not provide additional info.\nSUMMARY: AddressSanitizer: SEGV (/lib/x86_64-linux-gnu/libc.so.6+0x18e461) \n==5602==ABORTING\n',,,
